b,chi,k,lambdaP,p,phi,psi,psi1,psi2,psi3,q,r,score
8,2.117676644,2,0.336730424,0.456174976,4.009938874,1.660900392,0.506931816,0.434470351,0.10009066,7,5,250.5683506
6,2.036853919,4,0.352635669,0.561039927,4.217673907,0.721545273,0.430175908,0.421682821,0.122428111,8,4,250.5683506
6,2.525306827,6,0.529416087,0.681714696,3.744139417,1.159369405,0.581073634,0.497589383,0.357031647,8,5,250.5683506
1,3.147632231,2,0.698647011,0.358425044,0.436136521,2.534251244,0.746136608,0.485770131,0.507596651,6,9,250.5683506
7,0.611688149,5,0.518072666,0.32005508,2.062922771,1.210470382,0.354544626,0.572623492,0.388346727,9,9,250.5683506
4,4.701259858,5,0.34462397,0.713190409,1.596689381,0.347954096,0.455136939,0.812454364,0.877584998,6,6,250.5683506
3,1.756360608,5,0.563629005,0.102892794,2.626189526,0.748548529,0.604332098,0.621924477,0.67787045,8,9,250.5683506
2,0.255436835,3,0.249925231,0.771954405,1.721829629,1.318546916,0.494478597,0.77716192,0.473535981,7,9,250.5683506
1,2.642947968,3,0.185985081,0.882264965,3.715394223,1.241722812,0.6501892,0.119556658,0.484704809,3,9,250.5683506
3,1.836602011,2,0.665672278,0.535289759,4.410058114,1.736889321,0.742167098,0.406194598,0.127634434,9,5,250.5683506
5,0.43771946,5,0.939555422,0.776267834,3.122551054,0.119599516,0.639866798,0.84117992,0.705396572,5,10,250.5683506
5,0.4248991,5,0.294976,0.638296446,2.476052861,0.371999319,0.41368878,0.677298791,0.790736383,8,6,250.5683506
4,0.101318009,5,0.837043893,0.761727071,2.662596583,0.301597114,0.645600203,0.880678455,0.713582748,6,10,250.5683506
6,0.569162612,5,0.131629485,0.641741626,1.697595495,0.417066251,0.410558728,0.665433011,0.744114218,9,8,250.5683506
4,0.799938165,6,0.925627008,0.707664161,0.432269469,0.566483866,0.495623988,0.801333648,0.870719998,4,10,250.5683506
1,4.180189688,2,0.652553564,0.624057409,4.001995643,1.88326865,0.441419462,0.827134353,0.543759127,6,8,250.5683506
3,1.676518296,6,0.879596861,0.815089861,3.090577621,0.746819635,0.580325334,0.78001507,0.758766806,3,10,250.5683506
7,3.863956715,2,0.471456113,0.466969217,4.389112401,1.383199546,0.530256021,0.227229092,0.590627497,5,7,250.5683506
9,0.730877639,5,0.336371949,0.252170369,2.223764249,1.924365787,0.104615794,0.649582943,0.605964305,8,5,250.5683506
9,3.935987253,2,0.69961498,0.579873783,3.972715504,1.422303483,0.192107548,0.876664627,0.593320155,6,8,250.5683506
6,1.172105181,2,0.600964448,0.280489452,2.655793575,0.73343126,0.603959804,0.489605768,0.418015119,7,10,250.5683506
8,3.616562425,2,0.756270326,0.510982354,1.885672447,0.926013769,0.582591056,0.730234276,0.59186332,5,7,250.5683506
6,0.424145863,4,0.440629658,0.534510726,3.436968242,0.649035137,0.668867522,0.881725491,0.772402264,6,10,250.5683506
6,0.705941629,6,0.973337843,0.899498726,0.192092326,0.546024494,0.570949325,0.770696899,0.290272459,3,8,250.5683506
3,1.225339467,6,0.896595038,0.883897432,1.2428566,0.709528352,0.526120629,0.750302296,0.897091484,3,9,250.5683506
10,3.797808207,2,0.588832568,0.477990298,3.765421817,1.683766898,0.480341244,0.872292406,0.631713423,6,6,250.5683506
1,2.722852282,3,0.346689689,0.23279493,2.570555384,0.473873769,0.71182495,0.575454304,0.494603707,7,8,250.5683506
4,0.610327219,5,0.369149417,0.691225935,2.124883284,0.751456391,0.417814191,0.56350058,0.810590671,8,8,250.5683506
4,0.762777667,6,0.920967058,0.80923395,2.929335059,0.779930772,0.66288562,0.775375133,0.853174589,4,10,250.5683506
5,0.326824789,3,0.177919742,0.726672034,3.104220797,0.251562181,0.553494016,0.445639866,0.742964813,7,9,250.5683506
6,0.344011493,5,0.951350987,0.835096616,3.693831139,1.826722358,0.786394133,0.693116678,0.600591687,7,2,250.8010646
2,2.623475822,4,0.545955659,0.438208978,2.775726934,1.121354508,0.732464211,0.351529482,0.62232071,8,9,250.8010646
3,1.056671117,2,0.4737031,0.375154943,3.378880848,3.164508966,0.630845554,0.374324281,0.538828815,5,10,250.8010646
6,2.707401597,5,0.231251972,0.596113136,3.765926806,1.777800116,0.848650942,0.428205701,0.128797432,8,5,250.8010646
10,0.941922119,4,0.142633388,0.177705228,2.993702103,0.384118203,0.382436319,0.390492252,0.684593966,9,10,250.8010646
7,2.307043438,3,0.317831666,0.512833267,4.693708388,1.519215993,0.45619018,0.465799477,0.181117936,9,5,250.8010646
3,3.783690774,2,0.77288074,0.328458568,2.38276925,3.203697953,0.765415698,0.535970072,0.570827094,6,7,250.8010646
6,0.821490098,5,0.551316437,0.596054343,1.525104128,0.160653225,0.432493614,0.560916043,0.38936827,7,7,250.8010646
5,0.344589149,5,0.366629316,0.620495299,2.368186033,0.437949671,0.350815022,0.4466992,0.650597107,8,8,250.8010646
3,1.379988978,4,0.596657766,0.239496143,3.112032399,0.304863941,0.636786266,0.486443096,0.639981773,6,10,250.8010646
3,0.680686397,5,0.748363471,0.711359594,2.673729935,0.314663875,0.716496979,0.840122234,0.740814481,6,9,250.8010646
7,0.523591431,2,0.497270436,0.440298127,2.660904061,1.577544451,0.552807937,0.536502828,0.107896102,9,5,250.8010646
6,1.017259514,5,0.536856803,0.232797218,1.587052746,0.369118018,0.517393808,0.584569038,0.253925153,8,7,250.8010646
2,3.281036447,3,0.103665951,0.510253023,3.772570609,1.02996199,0.650530773,0.361954674,0.485632486,6,9,250.8010646
5,0.679914242,3,0.347360415,0.64012251,3.255681824,0.650014766,0.663606903,0.300127632,0.788597513,6,10,250.8010646
9,2.018125807,3,0.753839356,0.453561891,1.790535369,0.991881404,0.394739843,0.819314519,0.484404627,8,6,250.8010646
5,2.717735202,5,0.204359231,0.308946285,3.566903276,0.250248503,0.133337469,0.319216533,0.690667319,4,4,250.8010646
7,2.223440204,2,0.736560267,0.412383139,3.164660978,1.400904573,0.696871011,0.773077773,0.702612355,5,6,250.8010646
4,0.58517988,5,0.890691251,0.19536583,2.624506455,0.104660356,0.567867016,0.775761172,0.843058829,8,10,250.8010646
10,4.722840364,2,0.622487636,0.658303219,3.329887845,2.757896518,0.259383563,0.817250357,0.654120012,5,7,250.8010646
9,3.999182015,2,0.642397239,0.511716091,4.017678561,1.801556576,0.470723727,0.898251969,0.598721496,6,7,250.8010646
9,4.458655155,5,0.273691713,0.515818907,2.979763925,1.896319935,0.145818663,0.453487248,0.616312338,9,6,250.8010646
8,0.111255328,6,0.879759438,0.812405218,2.759440391,0.26423923,0.634042629,0.899487809,0.758764312,6,10,250.8010646
7,0.712959222,2,0.483303737,0.662838364,1.798288199,0.108135388,0.502908807,0.692151818,0.671529758,7,7,250.8010646
2,1.466193114,3,0.104970171,0.814583866,2.015266203,0.616767896,0.469404426,0.796375004,0.839809786,2,9,250.8010646
7,2.918384286,2,0.277873666,0.282191253,4.149743629,0.785720783,0.505722589,0.566395223,0.12437448,10,5,250.8867312
9,1.719025554,2,0.558858426,0.114321913,3.409678906,2.404865747,0.656964089,0.401283671,0.629199361,7,1,250.8867312
6,2.876715819,5,0.569169329,0.603095726,4.962510979,4.379525071,0.433840045,0.421573823,0.196734713,5,7,251.2795506
4,0.764183091,5,0.3210256,0.77106715,3.191662096,0.319452344,0.513586165,0.808760532,0.698740809,5,10,251.3535506
5,3.505358974,6,0.941181093,0.842302893,4.065521757,0.836521299,0.523660358,0.676230002,0.756015098,2,6,251.4468173
4,1.01100465,5,0.342758621,0.683232708,2.170789865,0.120645302,0.397162645,0.449496966,0.808966594,8,8,251.4468173
6,0.967372955,6,0.889364967,0.867559523,0.696848105,0.394069631,0.578773459,0.789929694,0.713389256,2,10,251.4468173
5,0.983662427,6,0.415694102,0.260101132,4.415675005,0.246364702,0.488358651,0.588497106,0.886508554,10,7,251.4468173
1,2.271667227,3,0.6577314,0.497143614,3.409710816,0.961711993,0.475050301,0.519384037,0.478262082,9,6,251.5964482
7,0.53514289,5,0.834033191,0.770582264,1.462126427,0.345324672,0.492807917,0.681012585,0.76796315,8,6,251.5964482
8,1.190622629,2,0.761729348,0.786029626,2.623052741,1.470729137,0.702449024,0.852262016,0.421289683,7,10,251.6571506
4,2.685130745,2,0.977912778,0.83975215,3.299434306,0.521797147,0.610776576,0.843153094,0.577594707,3,10,251.6680741
4,2.459276953,4,0.983059674,0.521220926,4.85469352,0.473330154,0.628028634,0.267645294,0.28148891,4,3,251.7193979
8,2.481223135,2,0.760943245,0.697600298,4.89936095,1.777046074,0.386503191,0.65396955,0.164593114,8,5,251.7741419
6,2.739636156,3,0.265429534,0.199237531,3.640078684,0.900423543,0.615854922,0.439805965,0.526490153,5,10,251.7741419
8,4.883072595,6,0.769350301,0.8108861,0.789160204,1.601286064,0.184600431,0.8406833,0.749355385,4,10,251.7741419
4,3.346975087,4,0.4808177,0.557557497,3.972201629,0.849514487,0.74024005,0.221520901,0.736597423,5,8,251.7741419
3,1.461373903,5,0.344927921,0.726824589,2.728232754,0.215034935,0.726561944,0.887033038,0.699572841,7,10,251.8291621
9,3.66743587,2,0.521518937,0.334429583,4.539187778,0.428896081,0.523672343,0.12607752,0.690225442,5,7,251.8754837
10,2.788109586,4,0.115048852,0.307014743,0.628203281,2.040200543,0.145929894,0.102572426,0.156537499,9,8,251.9843709
8,1.035785079,2,0.613345055,0.870802943,1.338259388,4.434522506,0.8995007,0.694512084,0.412111694,7,1,251.9843709
9,0.110225173,2,0.880592703,0.79497354,2.086682237,2.40742788,0.851555871,0.604010812,0.559059033,8,2,251.9843709
8,1.857744206,2,0.796791245,0.756406401,2.246279222,0.810089208,0.880697923,0.785748476,0.520595922,7,3,251.9843709
3,3.156734364,3,0.291316113,0.551295662,3.088812809,0.670889024,0.486062877,0.620691427,0.546390054,10,7,251.9843709
8,1.435722882,2,0.626999198,0.76362544,1.617459339,3.330275,0.831530867,0.697745969,0.439351062,7,3,251.9843709
1,2.267104274,4,0.643823589,0.432725519,3.473694365,1.570903275,0.75475256,0.339795275,0.42153623,3,3,251.9843709
5,0.576561194,5,0.22582284,0.717369422,2.498374618,3.41801619,0.368270778,0.709857492,0.874197327,7,7,251.9843709
5,0.39888747,5,0.226935583,0.793980693,2.420528374,0.109523152,0.539683708,0.76454475,0.748178231,7,9,251.9843709
8,0.532894583,2,0.470488822,0.77308329,4.894638596,0.513920457,0.667163279,0.835185837,0.61955972,6,10,251.9843709
8,2.530623869,2,0.641723853,0.411872119,4.14256612,1.140132192,0.538365454,0.270367674,0.486714717,9,6,251.9843709
1,0.636933006,3,0.38692677,0.683612333,2.527255493,0.341610647,0.579258191,0.791274178,0.899643129,7,8,251.9843709
9,4.364176682,2,0.56736626,0.511233518,3.978906511,2.068143591,0.530483746,0.15093663,0.593039686,6,7,251.9843709
6,2.825180263,4,0.264497064,0.465046194,3.789706912,1.083269333,0.27696411,0.899955891,0.692300456,3,5,251.9843709
10,3.754931765,2,0.501842492,0.541679946,4.736675882,2.032792532,0.557375591,0.888337103,0.593065301,5,6,251.9843709
10,3.669039475,2,0.665038663,0.500524385,4.034969286,1.473901431,0.326839572,0.148783795,0.546064175,7,8,251.9843709
9,4.637155757,2,0.678586887,0.503803792,3.754944331,1.549412129,0.411189369,0.524751182,0.272361706,6,6,251.9843709
10,0.461255651,6,0.951057299,0.869318647,3.18803532,0.871235825,0.587304172,0.81169655,0.741200583,2,10,251.9843709
7,0.798246584,6,0.985286647,0.862613752,4.850759388,0.510663002,0.123737055,0.738802196,0.319284107,4,10,251.9843709
6,3.03953652,4,0.304856593,0.224047271,3.88936052,0.726949192,0.495522723,0.177451678,0.790764473,4,8,251.9843709
6,2.373543899,4,0.91831952,0.276109515,3.183961501,0.101699488,0.589514924,0.679223487,0.80904672,4,5,251.9843709
5,2.435996724,3,0.179379407,0.899987315,3.541128149,0.542218795,0.617881422,0.814205197,0.795756492,9,10,251.9843709
5,4.639538435,5,0.243482407,0.247958899,2.2293236,0.410148318,0.507145331,0.588279106,0.635899571,9,6,251.9843709
9,4.819043916,2,0.529039606,0.318876371,3.911213041,1.614398746,0.472395909,0.867683866,0.617561751,6,7,251.9843709
6,0.181859373,5,0.723318076,0.681927821,2.288808381,0.705547569,0.456609264,0.786358087,0.511345682,8,8,251.9843709
9,4.159806322,2,0.634672866,0.525654156,4.504050008,1.514010844,0.36636268,0.557410711,0.279714236,6,7,251.9843709
8,2.144984594,2,0.723526358,0.397916485,3.294732008,1.149498096,0.659484357,0.839470668,0.472517684,6,6,251.9843709
9,4.596046417,2,0.121325889,0.746906226,1.594743604,2.104317924,0.556057331,0.809570681,0.895989311,6,7,251.9843709
7,2.7973192,3,0.487247498,0.490987705,3.521899989,0.902306498,0.696928814,0.266099751,0.643854209,10,5,251.9843709
4,0.888431806,2,0.15145086,0.764514168,1.579898733,0.800630958,0.371513437,0.666254048,0.882555209,8,9,251.9843709
1,2.847787788,6,0.301119569,0.26155525,2.418077884,0.444037387,0.533640479,0.62015971,0.457950576,4,8,251.9843709
3,2.384478668,3,0.43840653,0.567397455,2.837670403,0.287408429,0.81183537,0.310715184,0.712021265,9,9,252.0925226
4,2.422131353,3,0.248905873,0.808501453,3.687086792,0.529862018,0.497973229,0.769877388,0.664541074,2,10,252.1956644
6,1.786666121,3,0.692442583,0.427240861,4.846591321,1.431919297,0.192014491,0.137216707,0.47193521,3,9,252.2170849
7,2.222302767,3,0.34733568,0.553491014,3.543763505,0.400598735,0.440030945,0.348745163,0.223530916,7,4,252.2170849
9,1.430395802,2,0.621900579,0.827536048,1.943312609,2.504905223,0.603476553,0.643393359,0.400023098,7,3,252.2170849
5,4.340667507,2,0.817522288,0.361246482,3.145787428,0.573818304,0.30341086,0.283435785,0.253549875,9,7,252.2170849
5,4.351381822,5,0.98315635,0.848316789,3.559130154,0.264480727,0.616066212,0.883576081,0.723293379,5,10,252.2170849
3,3.647558968,5,0.902714184,0.808048553,2.896629508,0.651588987,0.373132798,0.728433557,0.812481605,2,7,252.2170849
4,0.537274697,6,0.855851586,0.796053874,2.907728944,0.239307493,0.587010947,0.73207352,0.624455287,5,10,252.2170849
5,4.039549841,2,0.126297654,0.185829739,4.921929416,0.776371426,0.469481765,0.577285736,0.551567564,10,4,252.2170849
8,1.124455034,2,0.656189498,0.260984053,4.711762516,1.983218844,0.467553938,0.51809087,0.523757581,8,9,252.2170849
4,2.998796,5,0.377982464,0.7286706,2.091946481,0.577344265,0.382159905,0.63995353,0.681466504,8,7,252.2170849
1,4.934378797,4,0.479478062,0.523079385,4.028105878,1.41835026,0.718766015,0.263261927,0.652766736,5,10,252.2170849
1,3.610116232,3,0.440146663,0.564197072,3.73103265,0.83174722,0.397190637,0.209770032,0.606098514,9,7,252.2170849
9,4.210588597,2,0.732953084,0.789987012,1.413004027,2.464446663,0.381819354,0.845732964,0.706899408,7,7,252.2170849
8,3.895911605,2,0.510337444,0.669995931,2.137200078,1.292822807,0.418258066,0.646664676,0.666339842,8,7,252.2170849
8,0.821367436,2,0.660995165,0.745922449,2.068136187,1.043298494,0.478298907,0.544435233,0.51753583,8,8,252.2170849
9,4.136470086,2,0.694495092,0.502206614,4.100716042,1.465746132,0.150305278,0.861082768,0.603363447,6,6,252.2170849
3,0.498609771,5,0.320667887,0.768787237,3.15690313,0.101650684,0.659441542,0.812470799,0.742166022,6,9,252.2170849
7,1.920691918,4,0.544749405,0.495377729,3.05608311,0.884021036,0.64690995,0.397514961,0.538671745,3,10,252.2446064
1,3.067452008,3,0.628589011,0.494585077,4.135012842,0.688440222,0.606883063,0.458252521,0.464665223,2,8,252.2658376
5,3.155047741,3,0.409347764,0.636265112,2.455213448,0.650614797,0.697601287,0.571481844,0.412768313,9,8,252.3027516
3,0.697340041,6,0.974628326,0.768893084,1.781447228,0.880022637,0.710468634,0.870100488,0.801146638,6,9,252.3415149
1,3.074113454,3,0.714788872,0.607978542,3.117280847,4.543231733,0.561432719,0.256493872,0.655809569,10,8,252.4749148
3,3.46445966,4,0.915811044,0.788691666,2.796496288,1.04340869,0.604862309,0.899674891,0.663326277,2,9,252.4749148
6,1.676576681,2,0.421986178,0.425367753,4.739899147,2.027129511,0.475925997,0.521264513,0.22606184,10,1,252.6940849
7,4.946151258,2,0.186219658,0.379377998,1.923971313,1.119742255,0.495821938,0.431015982,0.350780815,10,6,252.6955709
7,1.503990631,3,0.734377539,0.400351994,4.735288776,1.477622847,0.329697891,0.215294537,0.305299394,2,8,252.8022395
9,3.916442023,2,0.594474691,0.376621821,3.486997109,1.608228838,0.613072852,0.873192407,0.529679276,6,6,252.8628376
6,0.189327575,5,0.214458057,0.714210651,1.293209049,0.388646595,0.535514339,0.765067321,0.83594916,4,8,252.9284955
3,2.088858725,2,0.645164265,0.573597045,4.329362427,1.69779387,0.504287598,0.41509165,0.321225769,5,8,252.9561506
3,1.697671352,6,0.357259327,0.683020558,3.370136052,0.203329097,0.539553598,0.384734026,0.61538593,7,9,252.9561506
5,2.278295067,5,0.155840355,0.649428385,1.507108972,0.131010499,0.489225257,0.651856246,0.710559362,8,7,252.9561506
3,1.627831879,4,0.870075219,0.779804255,2.262514857,0.695000649,0.66331884,0.751224152,0.831649952,7,8,252.9689977
2,0.750438956,3,0.914615741,0.485879186,3.617714968,1.892850106,0.457188337,0.447128081,0.693989043,10,6,253.0000173
7,0.869164357,6,0.642455028,0.84258937,4.637192135,1.351664662,0.510890728,0.899160253,0.748963789,4,10,253.1354183
7,2.971021401,3,0.387332488,0.621728958,3.476010061,1.207497586,0.460559809,0.397259536,0.104670041,9,6,253.1745342
7,0.78471186,2,0.667297804,0.80085208,0.792814575,0.852452931,0.6023167,0.813663003,0.80389803,7,10,253.1792268
3,0.36409137,5,0.219560079,0.221000454,2.895007766,1.977846264,0.62104445,0.6657912,0.639453549,10,10,253.1888646
7,1.168517778,6,0.938729088,0.806989852,4.481536524,1.543009427,0.518200723,0.856895691,0.759222491,4,10,253.2855742
1,3.932595556,3,0.102898262,0.473212837,3.954578709,2.781324041,0.210812294,0.677665167,0.236650023,9,6,253.3164183
5,0.313097803,5,0.777995006,0.658033448,3.030732524,0.167029108,0.687593356,0.507971907,0.732225091,7,10,253.3398376
10,4.08731069,2,0.54231196,0.479158334,3.936802381,1.730062528,0.300151135,0.877955039,0.563355676,6,6,253.5581549
6,0.300942515,5,0.794430648,0.130869451,0.624706227,0.467486278,0.568128016,0.51214893,0.368577342,8,10,253.7128009
5,0.101088382,5,0.970489622,0.715770843,1.932432218,0.368615589,0.499559511,0.897136574,0.764775426,8,6,253.8391127
6,1.134330969,6,0.988812176,0.574734268,0.363635955,3.005804,0.592648775,0.703659882,0.888942289,4,5,253.8391127
7,2.393966503,3,0.504963275,0.525920451,3.464200144,0.895536655,0.62977159,0.279916223,0.699452989,5,5,253.8391127
6,0.24712898,4,0.970798422,0.829352811,2.862572358,0.688906743,0.746302734,0.836943483,0.763677512,6,9,253.8391127
3,0.803570994,6,0.212481509,0.871828908,0.828464484,0.673104064,0.597586715,0.72530508,0.877807288,3,9,253.8391127
8,4.269773677,6,0.711973341,0.826132212,2.608911477,1.531011505,0.585176855,0.843135795,0.580137193,6,8,253.8391127
4,0.214483133,5,0.264181992,0.733554119,2.504018407,0.107862225,0.468706869,0.782831544,0.827299345,10,7,253.9842482
2,2.611344391,3,0.702743922,0.602060865,3.37240594,1.423736107,0.820855115,0.245626425,0.445038874,8,9,254.0718267
10,4.11422429,6,0.812713671,0.744016344,0.967619729,2.481545398,0.46748952,0.879016966,0.675974544,7,7,254.2169621
6,1.999330799,4,0.558151884,0.575158791,3.262463559,1.252467915,0.607048161,0.609995794,0.598777462,9,10,254.28216
5,2.742335001,3,0.650398718,0.525402368,3.690793916,0.709351674,0.542733451,0.306919491,0.897000703,7,7,254.3302741
6,2.360106597,3,0.830993378,0.587462193,1.075900179,0.884968343,0.847862825,0.155940744,0.664018564,5,7,254.3721709
5,0.218615888,5,0.83034208,0.758121945,2.466171671,0.780764015,0.567009932,0.824517124,0.788218938,7,9,254.3721709
9,4.405164357,2,0.727502051,0.596176459,2.376998096,1.537241393,0.672304203,0.898384959,0.560055551,7,8,254.3721709
5,0.105878406,5,0.134414072,0.701909847,2.456756984,0.295941875,0.528396603,0.710224697,0.823060887,8,9,254.3721709
1,0.340493106,2,0.54932374,0.639369306,1.149161157,0.852256363,0.628456098,0.593801217,0.430100121,7,8,254.3721709
3,1.412486063,4,0.608944824,0.124175862,2.837665244,1.16639027,0.591629018,0.531544875,0.387608032,6,10,254.3946559
6,0.455903756,3,0.754473384,0.368355695,0.992316047,1.019737181,0.595398633,0.539167076,0.787579429,9,7,254.6048849
9,0.198558691,4,0.987480122,0.69314673,1.893674857,2.014940741,0.568527692,0.894945729,0.442834266,7,2,255.17116
6,2.591245475,3,0.162476396,0.587609363,3.920775466,0.786382154,0.379426989,0.724229092,0.452457128,8,8,255.2506376
9,4.084967363,2,0.228107154,0.433655198,3.517137236,1.852736774,0.525412805,0.520705417,0.63378352,6,6,255.2551331
7,4.667013361,2,0.575631519,0.381404655,2.569579993,1.371876966,0.563849062,0.473144211,0.340437288,5,5,255.2551331
4,2.530782451,4,0.892788762,0.396222655,3.226920717,0.463747938,0.64318417,0.271045114,0.820708229,4,6,255.487847
6,3.921977301,6,0.440924026,0.512529396,0.268528481,2.607830028,0.493280407,0.645037724,0.885565506,10,6,255.5735137
5,0.874012322,5,0.356563546,0.673948161,2.062204259,0.450227217,0.253012945,0.757921857,0.899966476,7,8,255.7025506
3,1.991298335,3,0.160552923,0.899257524,3.605764186,2.648630975,0.358397097,0.799017268,0.705836955,2,9,255.7025506
7,0.427222175,4,0.960077637,0.861037208,2.850678272,0.965179905,0.605714964,0.822464421,0.300429291,2,10,255.7025506
6,4.214094402,6,0.204833615,0.353506776,4.196494309,1.316958515,0.588823213,0.588044508,0.896464245,5,2,255.7276376
6,0.406073246,6,0.386746752,0.879035685,0.276099483,1.003695701,0.505102415,0.880509975,0.809923873,7,10,255.9352646
3,3.081115799,4,0.208681849,0.801759744,2.341497444,0.67951369,0.513087349,0.75057308,0.711695872,2,9,255.9352646
2,3.311466087,3,0.801284814,0.882330971,3.317586974,0.666308916,0.731366662,0.824837228,0.500260429,2,9,255.9352646
5,0.594934987,2,0.757937155,0.264737655,3.023474542,0.795867816,0.521316388,0.53136032,0.144562972,10,5,255.9352646
3,1.31579997,6,0.937330751,0.82953046,0.125885297,0.591092283,0.595226676,0.826755253,0.803316537,4,10,255.9352646
5,3.409643462,3,0.364166969,0.760954832,3.547529483,0.218172325,0.625208025,0.657120393,0.418650022,6,10,256.1335997
2,1.001005133,5,0.682302346,0.197956765,2.954835499,1.371799982,0.652695076,0.71434609,0.756026694,8,10,256.1943979
6,1.658881912,6,0.544306639,0.334112606,2.37003285,1.066291674,0.667141608,0.375441652,0.338135139,8,7,256.6105997
4,2.126328201,5,0.303984543,0.701800762,3.289770279,0.59470092,0.800682418,0.541165097,0.687350189,8,10,256.9083419
10,0.714163184,4,0.243902188,0.307226788,2.337613965,0.611643588,0.399987915,0.60559084,0.613119313,9,7,257.1053794
2,2.956855673,2,0.879520563,0.861359104,4.703918139,1.887656756,0.570766556,0.825999579,0.650626909,2,2,257.1185709
9,2.154155704,2,0.561754335,0.43362659,3.621168403,2.147822545,0.533439756,0.420677388,0.498646916,10,4,257.1185709
7,0.922868648,2,0.57330199,0.341376424,2.980972346,0.8257385,0.600147067,0.622851976,0.448195626,5,3,257.1185709
1,0.283633493,3,0.101669538,0.586953311,2.768077391,0.523001925,0.721142155,0.547078574,0.488324281,7,8,257.1185709
5,1.110501337,5,0.391781109,0.507334119,2.062806623,0.740589459,0.410848257,0.509897071,0.7410993,9,5,257.1185709
3,3.147456653,6,0.94831569,0.859556407,4.20586559,0.682431824,0.589047647,0.803980263,0.881149016,2,10,257.1185709
7,0.963825501,3,0.793239929,0.483449706,4.777237733,0.142741963,0.442825901,0.510311807,0.194659042,10,6,257.1838173
4,4.300026839,6,0.956846393,0.811476735,4.383451408,0.965990168,0.671856846,0.88799723,0.667508899,5,10,257.3512849
4,1.744302199,5,0.24125159,0.736742414,2.993182816,0.366848078,0.601751862,0.432010051,0.872038098,8,10,257.3512849
10,1.728876004,2,0.737928265,0.520264193,0.936762984,1.251360246,0.56534308,0.867475789,0.603869865,7,8,257.3512849
2,0.400831261,4,0.584572036,0.193664897,3.699574909,0.282018267,0.478886473,0.688412805,0.658067138,10,9,257.432704
5,2.544645412,5,0.465578528,0.22782549,3.86259031,0.39624393,0.534607824,0.476471023,0.681129789,8,8,257.6288234
10,0.318502865,4,0.173429753,0.426525457,2.841796161,0.6537541,0.50927283,0.546879864,0.74954417,8,10,257.6429331
3,1.177594569,4,0.771938133,0.641354884,1.630101811,1.662880775,0.338342446,0.682009915,0.424312778,8,8,257.6429331
4,2.529574005,5,0.223522938,0.839395757,2.749504237,0.690476873,0.398161352,0.732145906,0.676588829,7,8,257.6429331
2,2.323853679,3,0.215064126,0.522077088,3.518612319,0.362372434,0.636316303,0.311181088,0.684277731,10,5,257.6429331
8,4.43338002,5,0.749197551,0.69580721,2.296730931,1.375262185,0.493504594,0.711632978,0.556907567,8,7,257.6429331
9,4.79377009,2,0.685798144,0.47526884,3.239023635,1.978171685,0.215813722,0.655689106,0.557821913,9,5,257.875647
7,0.527132862,6,0.772714642,0.725838734,0.462636155,3.000879722,0.651963497,0.876545663,0.472977633,7,10,257.875647
1,3.387235691,2,0.514271312,0.377363397,0.185996152,2.873716412,0.683920172,0.521039025,0.533879415,6,9,258.0607449
7,0.411607211,2,0.786712927,0.817339399,3.228476383,1.036334037,0.62890949,0.840469021,0.723933061,4,5,258.0903506
6,1.164908987,3,0.899544114,0.258750561,2.209199293,0.215377184,0.592889796,0.508616357,0.52438315,8,6,258.2934589
9,4.032783009,2,0.453584569,0.18942235,4.183573688,1.843709018,0.373702605,0.253609434,0.69170064,6,7,258.3230646
5,0.747172092,3,0.192805316,0.643937474,3.581347055,0.326406774,0.669309443,0.463527856,0.611364699,5,10,258.4887039
5,1.199011492,2,0.283600355,0.372966613,4.817958166,0.638815713,0.457501098,0.489161173,0.384610322,9,5,258.6805761
7,3.743564195,2,0.527725285,0.52785504,3.337594879,1.296061664,0.519697606,0.380974282,0.449016829,7,7,258.9983997
4,0.925019542,4,0.949005857,0.145353013,4.91004921,0.402552497,0.578101544,0.52255658,0.842472865,6,10,259.0325245
10,0.208013651,4,0.845028109,0.791021518,2.79377204,0.503566037,0.554025495,0.743343504,0.855184863,7,7,259.0844936
3,1.012593131,6,0.987071396,0.85065957,4.702764565,0.537944494,0.56918993,0.781828595,0.851485068,3,10,259.0943612
6,0.726544876,2,0.608061006,0.20309191,1.079330069,1.677098907,0.529156352,0.570788704,0.454515782,9,8,259.5502376
1,2.65540691,4,0.720396886,0.899197127,1.969457046,1.035067918,0.660411742,0.849081268,0.576960168,7,8,259.6456878
1,3.34563365,3,0.250945361,0.540011789,4.984293349,0.658551942,0.5341275,0.747510246,0.546481439,9,5,259.7964613
4,0.100965782,5,0.309455909,0.735493275,2.426868154,0.102372153,0.531376988,0.749744113,0.724857002,7,9,259.812446
7,0.531512934,6,0.510577242,0.758819749,0.116002647,1.482630572,0.669368287,0.863383977,0.329357798,5,9,259.812446
8,1.569067453,2,0.742717382,0.213499932,2.592339662,1.542683908,0.64451811,0.522629841,0.660700416,8,10,259.812446
1,0.779672078,4,0.781849175,0.609444622,2.798258302,0.30960807,0.772314016,0.734287091,0.553177687,5,9,259.812446
7,2.455065053,3,0.570495461,0.544665683,3.551521622,0.935407977,0.553186842,0.331255011,0.287640188,10,5,260.0851254
8,0.349514152,5,0.145120709,0.737929591,2.33377289,0.453855518,0.529304092,0.638593099,0.631184849,8,9,260.1239731
